Price,Close
Ticker,ACWI
Date,
2024-06-26,108.95410919189453
2024-06-27,109.109130859375
2024-06-28,108.89598846435547
2024-07-01,109.08006286621094
2024-07-02,109.6613540649414
2024-07-03,110.45580291748047
2024-07-05,111.08554077148438
2024-07-08,111.08554077148438
2024-07-09,111.05646514892578
2024-07-10,112.18999481201172
2024-07-11,111.75402069091797
2024-07-12,112.56784057617188
2024-07-15,112.45156860351562
2024-07-16,113.05224609375
2024-07-17,111.62806701660156
2024-07-18,110.67861938476562
2024-07-19,109.9520034790039
2024-07-22,111.08554077148438
2024-07-23,110.70768737792969
2024-07-24,108.52783203125
2024-07-25,107.97560119628906
2024-07-26,109.25444793701172
2024-07-29,109.15756225585938
2024-07-30,108.78942108154297
2024-07-31,110.57205200195312
2024-08-01,108.60533905029297
2024-08-02,106.69674682617188
2024-08-05,103.8968505859375
2024-08-06,104.60409545898438
2024-08-07,104.41031646728516
2024-08-08,106.60956573486328
2024-08-09,107.08428192138672
2024-08-12,107.16179656982422
2024-08-13,108.80879211425781
2024-08-14,109.09944152832031
2024-08-15,110.8336410522461
2024-08-16,111.22116088867188
2024-08-19,112.33531188964844
2024-08-20,112.05435943603516
2024-08-21,112.63565063476562
2024-08-22,111.74433135986328
2024-08-23,113.25569915771484
2024-08-26,112.83910369873047
2024-08-27,113.06193542480469
2024-08-28,112.44188690185547
2024-08-29,112.53877258300781
2024-08-30,113.33320617675781
2024-09-03,111.16304016113281
2024-09-04,110.82394409179688
2024-09-05,110.68832397460938
2024-09-06,108.80879211425781
2024-09-09,109.9326400756836
2024-09-10,110.087646484375
2024-09-11,111.05646514892578
2024-09-12,112.02528381347656
2024-09-13,112.58721160888672
2024-09-16,112.97473907470703
2024-09-17,112.85848236083984
2024-09-18,112.53877258300781
2024-09-19,114.54424285888672
2024-09-20,114.0888900756836
2024-09-23,114.52486419677734
2024-09-24,115.30960083007812
2024-09-25,114.82520294189453
2024-09-26,116.10404205322266
2024-09-27,115.83277893066406
2024-09-30,115.8230972290039
2024-10-01,115.08677673339844
2024-10-02,115.35804748535156
2024-10-03,114.78644561767578
2024-10-04,115.7552719116211
2024-10-07,115.02865600585938
2024-10-08,115.32898712158203
2024-10-09,115.80370330810547
2024-10-10,115.68745422363281
2024-10-11,116.41407012939453
2024-10-14,117.01473999023438
2024-10-15,115.79402160644531
2024-10-16,116.2590560913086
2024-10-17,116.21060943603516
2024-10-18,116.8887939453125
2024-10-21,116.3268814086914
2024-10-22,116.07498931884766
2024-10-23,115.04802703857422
2024-10-24,115.31930541992188
2024-10-25,115.11585235595703
2024-10-28,115.7165298461914
2024-10-29,115.6487045288086
2024-10-30,115.13521575927734
2024-10-31,113.40103149414062
2024-11-01,113.83699798583984
2024-11-04,113.817626953125
2024-11-05,115.14491271972656
2024-11-06,116.52064514160156
2024-11-07,117.82856750488281
2024-11-08,117.5185317993164
2024-11-11,117.66385650634766
2024-11-12,116.79192352294922
2024-11-13,116.55938720703125
2024-11-14,116.01686096191406
2024-11-15,114.94145965576172
2024-11-18,115.51307678222656
2024-11-19,115.83277893066406
2024-11-20,115.83277893066406
2024-11-21,116.26876068115234
2024-11-22,116.68534088134766
2024-11-25,117.09225463867188
2024-11-26,117.26663970947266
2024-11-27,117.17945098876953
2024-11-29,117.973876953125
2024-12-02,118.22577667236328
2024-12-03,118.43891906738281
2024-12-04,119.06864929199219
2024-12-05,119.136474609375
2024-12-06,119.28179931640625
2024-12-09,119.00083923339844
2024-12-10,118.29359436035156
2024-12-11,119.136474609375
2024-12-12,118.39047241210938
2024-12-13,118.25484466552734
2024-12-16,118.4970474243164
2024-12-17,118.04356384277344
2024-12-18,114.53490447998047
2024-12-19,114.54466247558594
2024-12-20,115.44383239746094
2024-12-23,116.15727996826172
2024-12-24,117.13462829589844
2024-12-26,117.23236083984375
2024-12-27,116.34298706054688
2024-12-30,115.15061950683594
2024-12-31,114.83787536621094
2025-01-02,114.61308288574219
2025-01-03,115.8054428100586
2025-01-06,116.60685729980469
2025-01-07,115.48292541503906
2025-01-08,115.49269104003906
2025-01-10,113.73348236083984
2025-01-13,113.71393585205078
2025-01-14,114.03644561767578
2025-01-15,115.89340209960938
2025-01-16,115.9031753540039
2025-01-17,116.89028930664062
2025-01-21,118.219482421875
2025-01-22,118.6495132446289
2025-01-23,119.30433654785156
2025-01-24,119.2945556640625
2025-01-27,117.86763763427734
2025-01-28,118.6495132446289
2025-01-29,118.29767608642578
2025-01-30,119.20660400390625
2025-01-31,118.44427490234375
2025-02-03,117.48648071289062
2025-02-04,118.5517807006836
2025-02-05,119.12841033935547
2025-02-06,119.53889465332031
2025-02-07,118.58110046386719
2025-02-10,119.53889465332031
2025-02-11,119.55844116210938
2025-02-12,119.45093536376953
2025-02-13,120.83876037597656
2025-02-14,120.81922149658203
2025-02-18,121.31765747070312
2025-02-19,121.17106628417969
2025-02-20,121.0049057006836
2025-02-21,119.36296844482422
2025-02-24,118.72769927978516
2025-02-25,118.54200744628906
2025-02-26,118.76679229736328
2025-02-27,116.95870971679688
2025-02-28,118.09242248535156
2025-03-03,116.8414306640625
2025-03-04,115.99114227294922
2025-03-05,117.82855224609375
2025-03-06,116.01068115234375
2025-03-07,116.79255676269531
2025-03-10,113.77256774902344
2025-03-11,113.1763916015625
2025-03-12,113.85075378417969
2025-03-13,112.55088806152344
2025-03-14,114.78900146484375
2025-03-17,115.93250274658203
2025-03-18,115.10175323486328
2025-03-19,116.04000854492188
2025-03-20,115.55133819580078
2025-03-21,115.30699920654297
2025-03-24,116.99781036376953
2025-03-25,117.05644226074219
2025-03-26,115.76634979248047
2025-03-27,115.60020446777344
2025-03-28,113.6064224243164
2025-03-31,113.75302124023438
2025-04-01,114.15373992919922
2025-04-02,114.74014282226562
2025-04-03,110.35186767578125
2025-04-04,103.59841918945312
2025-04-07,102.59176635742188
2025-04-08,101.2430191040039
2025-04-09,110.14662170410156
2025-04-10,106.77478790283203
2025-04-11,108.58287048339844
2025-04-14,110.0977554321289
2025-04-15,110.16617584228516
