Price,Close
Ticker,XLY
Date,
2024-06-26,90.15892028808594
2024-06-27,90.70970916748047
2024-06-28,89.70155334472656
2024-07-01,90.00645446777344
2024-07-02,91.75721740722656
2024-07-03,92.3424301147461
2024-07-05,93.0948715209961
2024-07-08,93.13912200927734
2024-07-09,93.4489517211914
2024-07-10,94.15220642089844
2024-07-11,92.95716094970703
2024-07-12,94.17188262939453
2024-07-15,94.0636978149414
2024-07-16,95.75051879882812
2024-07-17,94.15220642089844
2024-07-18,93.19322967529297
2024-07-19,92.36211395263672
2024-07-22,93.3801040649414
2024-07-23,92.96209716796875
2024-07-24,89.16060638427734
2024-07-25,88.8114242553711
2024-07-26,89.80482482910156
2024-07-29,91.3047866821289
2024-07-30,90.79823303222656
2024-07-31,92.2047348022461
2024-08-01,89.9425277709961
2024-08-02,86.63282012939453
2024-08-05,84.18372344970703
2024-08-06,85.11319732666016
2024-08-07,83.62801361083984
2024-08-08,85.4525375366211
2024-08-09,85.73776245117188
2024-08-12,85.39842987060547
2024-08-13,87.5376968383789
2024-08-14,87.07051086425781
2024-08-15,89.84909057617188
2024-08-16,90.06055450439453
2024-08-19,91.16706848144531
2024-08-20,91.0834732055664
2024-08-21,92.23424530029297
2024-08-22,90.64086151123047
2024-08-23,92.39161682128906
2024-08-26,91.67361450195312
2024-08-27,91.43264770507812
2024-08-28,90.54742431640625
2024-08-29,90.65560150146484
2024-08-30,92.02277374267578
2024-09-03,90.7588882446289
2024-09-04,90.99494934082031
2024-09-05,92.02769470214844
2024-09-06,89.70155334472656
2024-09-09,91.00969696044922
2024-09-10,92.05228424072266
2024-09-11,92.971923828125
2024-09-12,94.01941680908203
2024-09-13,94.65874481201172
2024-09-16,94.49645233154297
2024-09-17,94.97840118408203
2024-09-18,94.79153442382812
2024-09-19,96.9504623413086
2024-09-20,96.72916412353516
2024-09-23,97.90449523925781
2024-09-24,98.76197052001953
2024-09-25,98.40715026855469
2024-09-26,98.8260269165039
2024-09-27,98.97386932373047
2024-09-30,98.74224090576172
2024-10-01,98.34308624267578
2024-10-02,97.51024627685547
2024-10-03,96.38174438476562
2024-10-04,97.65808868408203
2024-10-07,96.14026641845703
2024-10-08,97.07658386230469
2024-10-09,97.77143096923828
2024-10-10,97.28849792480469
2024-10-11,96.8745346069336
2024-10-14,97.29835510253906
2024-10-15,97.51024627685547
2024-10-16,98.02276611328125
2024-10-17,97.93405151367188
2024-10-18,98.31843566894531
2024-10-21,97.55460357666016
2024-10-22,97.16036224365234
2024-10-23,95.6326904296875
2024-10-24,98.64862060546875
2024-10-25,98.9590835571289
2024-10-28,99.1906967163086
2024-10-29,98.67325592041016
2024-10-30,98.53527069091797
2024-10-31,97.02730560302734
2024-11-01,98.60425567626953
2024-11-04,98.26422882080078
2024-11-05,100.0038070678711
2024-11-06,103.20208740234375
2024-11-07,104.5277099609375
2024-11-08,106.01104736328125
2024-11-11,108.14979553222656
2024-11-12,106.70588684082031
2024-11-13,107.6175765991211
2024-11-14,106.08988952636719
2024-11-15,105.18315124511719
2024-11-18,106.1539535522461
